127.0.0.1 - - [02/Jan/2023:09:41:32 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:32 +0900] "GET /Feidear/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/index HTTP/1.1" 200 70334
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/swiper.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/magnific-popup.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/owl.carousel.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/slick.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/themify-icons.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/line-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/jquery-ui.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/nice-select.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jan/2023:09:41:33 +0900] "GET /Feidear/resources/assets/css/style.css HTTP/1.1" 304 -
